user_id,product_id
180,1997
180,4075
8265,2300
8265,3598
8265,1641
8265,4814
8417,3474
8417,4974
8417,564
8417,2587
1213,1508
1213,2365
1213,4682
6578,4340
6578,4186
6578,2212
6578,3806
6578,1687
1364,4204
1364,4457
1364,4877
1364,847
3781,1734
3781,2847
3781,3533
3781,1158
3781,3730
6305,2838
6305,1889
6305,2684
6305,3563
6305,1629
4074,4172
4074,1289
9647,2210
9647,1823
9647,400
9647,4854
9647,4028
5969,4461
5969,688
5969,2406
5969,4851
5826,17
5826,1101
5826,197
5826,2165
5826,4810
9321,2239
9321,2989
9321,14
9321,3150
3387,1422
3387,90
47,1337
47,823
47,4696
47,3388
2581,2345
2581,1150
2581,686
2581,2997
1995,992
1995,4303
1995,543
1995,1926
8023,361
8023,974
8023,126
8023,1535
8023,2348
4866,2284
7320,2724
7320,3356
1551,2456
1551,2207
1551,4765
1551,1154
6912,2859
6912,517
9202,1073
9202,22
9202,2926
9202,876
4462,4055
4462,4599
6177,1890
8185,4378
8185,2142
8185,831
9555,229
9555,4169
1125,1026
1125,503
1125,2377
8199,25
8199,1564
8199,3845
8199,1861
8199,1466
8777,935
8777,189
8777,236
8777,1748
9138,2116
9138,1070
9138,4812
3822,3057
3822,1178
3822,2440
3822,421
3822,1314
3425,209
5392,1015
5392,3079
5392,1290
5392,2328
2264,278
2264,3814
2616,731
2616,1159
3296,2933
3296,4062
697,3523
697,282
8499,4495
8499,4366
8499,1078
8499,2883
2868,1159
6786,2161
6786,915
8448,1658
9196,3682
9196,3040
6683,4976
6683,1687
6683,3623
7302,4350
4824,3895
4824,4476
4824,1886
4824,3305
4824,1259
7125,613
7125,3227
7860,2940
7860,3635
7860,4715
7860,909
8707,2556
8707,4959
8707,4004
8707,2149
3749,2367
3749,1050
3749,967
3749,4083
3749,659
2668,3407
2668,1891
2668,3982
2668,4424
2668,3095
987,4549
987,2680
987,3763
987,553
6840,4825
6840,255
6840,4110
6840,2604
6785,3353
6785,1959
6785,4337
2433,4322
4622,1094
4622,340
4622,3261
4622,846
9641,4155
9641,4046
9641,630
9641,2222
5076,2952
5076,682
5076,1298
5076,1184
5076,3639
7784,1810
7784,4477
7848,4368
7848,4231
7848,3508
3747,1028
3747,3726
2267,1583
9111,3608
1136,4940
1136,4005
1136,3907
4087,3384
6055,2728
6055,4024
6055,4694
6055,3041
6055,415
9139,2935
9139,1664
265,133
265,3190
265,1700
4648,3110
4648,964
502,554
7116,1021
7116,4618
7116,2860
9267,525
9267,2656
9267,3077
9267,1465
1910,1835
1910,3160
1910,731
1910,2671
1910,1217
8176,3826
8176,1756
8176,3263
8176,1142
8176,1534
9728,1726
9728,2653
9728,759
2502,2637
2502,483
2502,1016
2502,4065
2502,2508
6344,2713
6344,3580
6344,1003
6344,1115
6344,3766
7294,3761
7294,4126
7294,4244
7294,1734
2885,2938
2885,568
2885,401
9600,607
9600,1812
4597,770
4597,4999
4597,2368
4597,4167
4597,941
2688,3526
2688,825
2688,808
2688,1443
2688,4280
8320,253
8320,1681
8320,4433
8320,724
8320,4727
4884,1555
4884,3958
3329,1464
8201,3992
8201,3498
8201,322
6036,3785
6036,4179
6036,2528
6036,1761
6036,1373
2220,3095
2220,60
1536,1857
1536,583
7100,3451
7100,3256
7100,2940
7100,562
7100,283
3309,289
3309,3575
3309,1323
3309,2868
3309,1847
7332,1573
3671,2751
3671,2554
3671,4360
3671,3926
3671,2056
8836,2274
6859,2928
7106,3921
7106,1126
7106,1635
7098,2548
5026,2998
5026,4667
5026,621
5026,2530
5026,929
7757,1398
7757,96
7757,4088
7757,2306
7466,696
7466,33
7466,3989
7466,1572
7466,4620
3009,198
3009,4263
3009,4314
1230,3803
1230,3900
1230,586
1230,1745
1230,575
1080,187
1080,2521
1080,991
1160,528
1160,4244
1160,3297
1160,4406
1160,1573
144,4340
144,2575
144,4113
144,624
144,4616
1512,2951
1512,379
1512,1517
984,2793
984,2024
984,1176
984,2461
9395,1860
9395,2599
9395,2637
9395,1651
9395,3543
8529,3704
8529,1055
8529,448
7363,3984
7363,1491
7363,718
7363,1136
3363,3589
549,863
549,1545
549,1502
6384,2525
6384,3622
511,1154
511,2948
3379,3636
3379,4329
3379,2953
3379,1681
1908,2737
1908,4736
1908,303
2703,1854
2703,792
2703,3916
2703,3967
579,876
579,2209
579,1309
579,2333
2011,716
2011,1348
2011,1729
2011,3517
2011,4988
2536,2958
2536,50
2328,1120
2328,1422
2328,296
1157,1454
1157,3772
1157,1770
1157,363
5014,4287
5374,437
5374,3766
5374,3180
5361,4630
5361,4554
5361,3496
5361,1843
5361,4824
9406,2834
9406,1033
9406,1603
9406,125
9406,2141
9003,3623
9003,1432
9003,4327
9003,4003
2189,577
2189,327
2189,3572
2189,64
2189,4176
7781,747
7781,2306
7781,3776
7781,606
7781,3758
3755,3754
769,3419
769,1829
769,3289
769,3218
769,3681
3249,1700
3249,1573
3249,360
3249,2793
3249,3975
7324,2823
7324,1119
7324,3613
8891,4851
8891,437
8891,4909
2976,4008
492,3652
3213,1275
6918,4323
6918,3961
2867,3715
2867,1997
2867,3971
7052,3771
7052,901
7052,742
7052,1591
2290,2982
2290,237
8160,3041
8160,1891
4253,312
4253,3967
4253,4950
5332,4335
5332,3597
5332,12
5332,3646
5332,3979
1106,1258
1106,2329
1106,2920
1106,3225
163,4989
7985,3574
7985,976
7985,981
7985,4663
5530,270
5530,2101
5530,450
5530,1250
5530,1000
1641,175
1641,4533
1641,2744
2137,3602
2137,3336
8459,4783
9038,619
9038,510
4168,560
4168,3720
4168,4891
5705,1925
5705,3966
5705,3259
5705,3535
7911,4384
7911,1054
7911,390
7911,711
7911,2491
3133,4817
3133,3300
3186,565
3186,2834
3186,4665
7280,2281
7280,4896
7280,924
7280,3
7280,1661
3515,2864
3515,4768
3515,966
3515,3002
6295,347
3045,1869
3045,4853
3045,4564
3045,3232
8391,2262
8391,932
8391,4249
8391,3922
8884,2864
8884,4556
8884,1607
8884,2708
8884,2080
124,661
124,4693
124,3666
124,3880
124,331
5959,311
5959,4455
5959,3169
5959,1027
5959,961
9027,2335
9027,1790
6907,2746
6907,4901
6907,1834
4186,3662
4186,458
8716,1246
8716,4431
8716,4060
8716,2854
8716,134
5435,4493
5435,284
5435,4541
5435,644
8868,3924
8868,1818
8868,1838
8868,1766
169,3389
169,3996
169,3718
169,1292
9619,1247
9619,3693
9619,2553
4861,3373
4861,106
4861,1867
4861,2517
8603,3765
8603,3406
8603,4293
8603,2302
4401,2634
4401,2127
7363,291
7363,1088
7363,4999
7045,1576
9498,1962
9498,736
9498,1872
5630,2174
5630,1962
5630,3327
5630,4057
5630,3451
6536,2307
6536,815
6536,4396
6536,1066
6536,4259
95,3587
95,2811
95,2948
95,1169
95,1350
7128,312
7128,1206
7128,2118
7128,3533
7128,399
5665,2119
5665,1692
5665,2408
5079,1077
5079,1958
5079,4779
5079,984
5079,778
4984,1870
4984,2904
4984,3049
4984,3208
4623,4337
4623,3754
5686,3428
5686,23
5686,2685
5686,4634
5686,2980
1957,957
1957,3630
1957,2914
3991,2505
2864,1369
2864,4799
4699,3054
9627,4020
9627,808
9627,2008
9627,3092
9627,1982
3362,2006
2760,4018
2760,4592
2760,4121
2760,2868
2760,3318
3391,1850
3391,1538
3391,1013
3391,1759
3391,781
1173,30
4028,976
4028,126
4028,1306
4028,2019
4028,513
9805,4893
9805,2767
9805,4145
9805,1476
1856,195
1856,3162
1856,4274
1856,3546
3457,3674
4091,2551
1088,3310
1088,234
1088,465
1088,3619
1088,4323
7553,4817
864,2303
864,4608
864,2562
864,2685
864,2878
3287,1314
3287,4291
3287,1
991,1507
991,2819
991,4252
991,3911
991,1923
1165,4806
1165,4083
1165,2671
1165,3144
1165,1857
4573,1332
4573,4498
4573,4067
4573,1759
8078,2360
8078,4465
8078,3043
3544,4450
3544,4793
3544,1978
3544,2979
3544,3054
2574,2939
3836,560
3836,686
3836,2971
5109,4888
7240,4428
7240,4124
8745,996
8745,2377
1918,701
1918,2264
1918,1600
1918,2160
9639,2395
9639,1624
9639,4529
9639,1128
2436,3113
2436,228
2436,1592
2436,990
2436,1440
7832,3588
7832,4756
7832,1291
1939,1226
1939,3097
1939,4625
1939,4049
1939,4150
6887,1038
4259,3381
4259,300
4259,857
4259,1780
5174,3798
5174,2700
5174,1145
5174,4596
5408,1833
5408,1453
2592,2063
2592,3458
4351,1015
4351,3891
4351,4194
4351,1614
4351,4188
9566,2385
9348,476
9348,2994
9348,1878
9348,2113
9348,4494
4781,954
3444,750
3444,907
3444,1927
3444,1682
4458,2124
4458,2635
2646,2307
2646,136
2646,756
541,4929
541,864
541,814
541,4544
4028,1735
4028,678
4028,3281
4028,1812
1914,4606
1914,420
1914,638
1914,2881
1914,2467
6135,736
3312,1800
3312,1813
3312,958
3312,1320
7893,82
7893,76
7893,1972
4908,4511
4908,483
4908,1886
4908,410
8388,4486
8388,569
8388,681
5699,455
5699,1353
5699,395
4291,706
4291,2153
4054,1391
4054,567
1686,2354
1686,1673
1686,652
5261,3995
5261,26
5261,3026
5261,4223
5261,2937
2627,2976
2627,4622
719,2242
719,3118
719,4037
719,187
6139,3956
2393,2393
2393,615
6689,3644
6689,2964
6689,4153
7582,925
7582,3199
1091,1377
7196,2136
7196,2993
7196,3093
7196,4725
7196,439
2941,4579
2941,2825
2941,3052
2941,329
2941,1500
156,2070
156,2529
156,2117
9857,1476
9857,2561
9857,3739
916,3776
916,2961
916,3851
7474,3151
7474,559
4325,2844
4325,1188
4325,4298
8332,2026
8332,195
8332,3571
6428,2757
6428,4913
6428,2916
4335,2699
4335,4458
4335,4459
4335,4452
4335,1569
7433,1135
7433,718
5368,3388
5368,3334
5368,396
5368,72
5368,2126
2333,3056
2333,4809
3794,2902
3868,130
3868,382
1052,1344
1052,4458
9829,3335
9829,1145
9467,2033
9467,3055
9467,3219
9467,1183
852,389
8984,4131
8984,3734
8984,565
8984,3832
8984,887
4896,4126
6681,3047
6681,2088
6681,2959
6681,2800
2773,4032
2773,1472
711,2598
711,2973
711,3598
711,4024
2612,2117
2612,346
8006,3947
8006,4571
8006,1924
8006,3561
8006,4524
9566,112
9566,4418
9566,683
9566,3643
9566,502
8574,1330
8574,221
8574,4273
8574,2060
8574,1576
2005,1247
2005,349
2005,2602
5183,729
4188,1518
4188,2018
9198,4790
9198,207
9198,4586
9198,4234
9198,2843
1782,3991
1782,2983
1782,1760
138,134
8336,3466
8336,1325
8336,4155
8041,3293
8041,2933
8041,730
1861,2123
1861,4323
1861,4045
8541,4043
2061,273
2061,3716
2061,4505
2061,3700
6858,3993
6858,3076
6858,807
6858,4544
7621,918
7621,4891
7621,698
7621,3114
7621,4242
9777,1765
2529,3516
2682,817
2682,3306
2682,3989
2682,3723
2682,3231
1564,4923
1564,3872
3000,3096
3000,1788
3000,4385
3000,1086
3000,4165
5576,2843
9466,1402
9466,1533
9466,1988
9466,2214
9466,4669
7521,1810
7521,1092
7521,3833
2006,194
2006,1515
5127,2248
7006,3326
7006,3574
7006,210
7006,1719
7006,3510
3665,2317
3665,4797
3665,1310
3665,2955
3665,3283
66,2301
66,826
66,4600
66,22
66,3459
299,2410
299,2446
299,1707
4408,563
4408,4458
8582,1325
8582,4633
8582,2760
8582,817
8582,2686
6371,114
6371,1382
3525,2610
3525,3598
2088,809
2088,596
2088,532
2088,1414
2088,4352
498,3279
498,221
498,2861
2920,2359
7962,295
7962,1677
7962,3202
7962,499
479,159
479,1320
479,4267
479,1278
3818,2852
1162,499
1162,85
1162,4324
9349,1260
9349,2055
9349,481
9349,4914
9349,4738
5483,2361
5483,2359
6869,4873
6869,4612
6015,4438
6015,4269
6015,4257
1503,996
1503,812
1503,1129
1503,3552
1503,893
2844,2566
2901,2370
2901,1385
2901,4106
154,1035
154,2354
1835,1006
1835,4281
1835,3534
1835,3010
1835,3130
6947,982
6947,1260
2547,4621
2547,2189
2514,4418
2514,4364
2514,1844
2514,2401
2514,4282
5244,1155
5244,2315
5244,2472
5244,5
3399,1160
3399,3046
6121,689
285,715
285,4004
285,3946
285,1189
2787,4317
2787,235
2787,1134
2787,157
2787,367
9415,3024
136,702
136,4766
136,4872
526,4555
526,3693
3127,4994
3127,3514
6130,3544
1651,4587
1651,1093
612,4085
612,1954
612,285
612,4530
612,762
8348,2140
8348,435
8348,743
4097,2850
4097,4660
4097,2995
4097,4059
4097,3670
7831,1542
4308,1733
4308,2878
6758,4624
6758,4718
6758,2741
6758,1630
7012,3304
7012,155
7012,2833
7012,1942
533,1391
3578,1887
3578,866
3578,805
3578,1689
7123,2429
7123,4609
2644,451
6065,2211
2346,752
2346,4144
2346,2170
5426,1955
5426,1879
5426,2144
5426,2827
5426,1717
3594,1693
3594,1397
3594,1595
3594,1047
5398,1638
5468,1041
5468,74
5468,326
5468,3309
9762,1882
9762,1373
2855,4458
2855,2224
2855,4753
5684,3833
5684,2077
6176,526
6730,3241
6730,2902
6730,1867
6730,917
5906,200
5906,3863
7140,258
7140,2702
5487,1031
5487,4004
5487,3221
5487,362
3058,2678
2828,369
2828,1311
1577,4748
1577,3932
1577,4161
5728,3707
5728,559
5728,3282
5728,3731
7950,2697
7950,2462
7950,212
3697,1491
3697,3264
3697,528
3697,4682
3697,1962
5092,3667
6643,2319
6643,1371
6643,1749
8223,580
8223,2326
8223,2154
8214,4580
6772,2544
6772,1221
6772,142
3541,2126
3541,1198
3541,4536
3541,3273
3541,1950
7667,284
7667,2644
7667,2443
828,39
828,1662
828,1357
6141,1842
6141,776
6141,2135
6141,2373
6141,4708
1731,1120
1788,1106
1788,1714
1788,615
1788,585
7785,1500
7785,4817
7785,916
7785,2983
7785,2500
8945,1959
8945,3221
8680,4132
3921,2595
3921,1303
6287,2470
6287,1998
6287,2895
6287,1306
5800,670
5800,466
5800,2254
5800,502
5800,3651
8372,2227
9251,2021
9251,2891
9251,4505
1857,4164
7048,4218
7048,492
9247,3488
9247,3505
9247,2410
9247,612
9839,3874
9839,2438
9839,453
9839,2979
9839,2786
506,4447
506,622
506,4436
5447,2274
5447,2040
8959,112
2732,4054
2732,137
2732,570
2732,1157
4424,2589
4424,4636
5259,2220
5259,1160
5259,4534
5259,2604
5259,4784
314,2173
314,4410
314,4963
314,2766
7987,3109
7987,4341
7987,407
3369,3462
3369,484
3369,1832
3369,2889
3369,3132
3223,1987
3223,1123
3223,3713
3223,2947
7249,3412
7249,1202
7249,1870
1819,1598
1819,4432
6636,2024
6636,3510
6636,3252
6636,4679
7803,3782
7803,851
7803,4475
78,358
5740,904
5740,674
5835,4958
4169,3560
4169,3171
4169,4585
6717,1877
6717,1715
6717,3883
6717,3497
6717,4205
9677,1399
9677,3549
5149,3153
1283,2239
1283,4451
1283,554
288,4844
288,1407
288,2685
3215,4900
3215,1448
3215,4027
328,4985
4391,2459
4391,3495
4391,3309
4294,2753
4294,2959
4294,3475
7257,2296
7257,3517
7257,3252
6465,1139
6465,218
6465,1421
6465,3184
9755,4736
9755,4099
9755,2135
9755,1190
9755,2511
3512,3780
3512,54
3512,4739
7476,2167
7476,4049
7476,4236
7476,3232
7476,2861
6612,1404
6612,4997
6612,4888
8588,3699
8588,4470
8588,1930
8588,2561
8588,3777
5635,3030
5635,2703
5635,1285
5635,1993
5635,795
4155,557
4155,4187
4155,2532
8195,4260
8195,2179
8195,3589
8195,2087
1226,3587
1226,2132
1226,1251
1226,3551
1226,917
8361,3066
8361,4130
8361,340
4212,1062
4212,491
4212,15
4212,390
4212,3328
9339,964
9339,742
9339,1514
9339,1829
9339,3606
56,1407
56,1505
8507,683
8507,1918
8507,1520
7834,4097
7834,996
7834,3690
7834,2220
477,483
477,274
477,4130
477,3703
477,2245
827,3662
827,2848
4114,4093
4114,2309
4114,4790
4114,2712
4114,3947
1979,2437
1979,2674
1979,2169
1979,1959
1979,136
2618,1815
2618,4117
2618,4843
2618,4438
2358,1447
2358,3516
5812,827
5812,2045
5812,3489
3255,632
3255,3983
5982,2257
5982,4325
5982,4998
5982,639
5982,29
8644,899
4656,1780
3978,4542
3978,4434
3978,4877
3978,4147
3978,3450
257,188
257,3968
257,4714
7094,3375
7094,3684
7094,1180
9142,3967
9142,4766
9142,2672
9142,1380
9142,3005
2856,4532
2856,1301
2856,1955
2856,3695
2946,1405
2946,3220
2946,4195
7283,565
7283,1220
7283,767
6374,6
6374,293
6374,4378
6374,4613
6374,3560
798,2631
798,2853
798,2518
798,2104
1018,1147
1018,1701
1018,2348
1018,4749
1018,547
4761,3235
4761,2306
4761,2065
7529,3638
1761,2004
1761,2319
1761,370
1761,27
1761,4550
7757,552
9768,1681
5552,2172
5552,3727
5552,1380
5552,4577
5552,4819
6439,3200
6439,3301
6439,1041
6439,2839
2485,151
2485,1901
2485,268
2485,2646
4657,4230
4657,3029
4657,867
1078,2848
7429,618
7429,2710
7429,1114
7429,4678
9496,776
9496,3759
9496,2411
9496,3694
721,1721
721,4873
721,326
721,1487
721,4285
4473,3575
4473,1991
4473,3442
9489,2324
9489,547
8923,3943
8923,1769
8923,708
8438,4604
8438,3834
8438,1983
8438,147
1678,3629
1678,597
1121,4005
1121,4648
8214,4446
1692,872
1692,3559
1692,2290
7623,1795
8926,3340
1621,2911
1621,348
1621,1125
1621,4307
6516,1174
6516,3842
6516,3218
6516,2524
6958,1482
6958,159
6958,3858
6958,2830
6958,4397
9483,3693
9483,2994
9483,4420
9483,3430
9483,4725
780,2115
1681,854
491,2354
491,2297
491,946
491,2033
4948,1763
4948,1631
4948,64
4726,3311
4726,3928
4726,1986
4726,2784
4726,2935
8450,1423
8450,157
8450,3003
7348,1199
7348,1212
7348,1841
7348,2547
7348,4206
1414,1489
1414,3818
1414,1652
1414,4354
8393,281
8393,885
8393,3478
3888,406
3888,669
3888,2730
3888,4072
7337,1982
7337,1209
7337,1088
9253,3731
9253,737
9253,2291
9253,1973
1579,1811
1579,520
1579,1149
1579,2842
1579,3918
8341,394
8341,298
8341,2312
1398,4983
9512,1896
6757,1837
6757,1390
5098,2659
5098,2421
4287,544
4287,452
2567,2929
2567,4472
2567,1962
5704,1460
7847,3880
7847,4826
7847,2414
7847,2725
7847,1012
9006,125
3330,2039
3330,4094
3330,2967
3330,1414
4615,1650
4615,71
1224,2866
3555,2851
3555,2664
3555,251
3555,324
3458,3331
3458,1847
3458,2773
3458,2510
3458,2825
1305,3635
1305,2304
1305,2583
5595,3380
5595,2112
5595,3098
4972,4487
1229,948
2300,3209
2300,1865
3701,3476
3701,2870
3701,1741
8328,966
8328,399
8328,3846
8328,4300
9904,656
5437,2200
9398,2629
9398,3213
9398,2073
9398,1208
647,3267
647,4864
647,3857
647,1489
647,3478
4452,249
4452,266
4452,1081
4452,968
4452,2567
7546,361
7546,4224
7546,2799
7546,904
7546,234
1084,2284
1084,2933
1084,2973
1084,2232
1084,1972
4751,508
4751,1501
4751,3985
2804,3442
8679,4652
8679,2907
8679,4221
1072,4916
162,4498
162,4656
162,479
162,288
162,1354
6317,2294
6317,3855
6317,794
6317,4364
9045,2358
9045,259
9045,1734
9045,29
7785,248
7785,3328
7785,3678
7785,1108
8582,595
8582,2574
8582,4739
8582,3341
8447,2849
8447,1640
8447,4691
8447,4542
8447,4615
4660,3973
4660,4182
6854,249
5820,2781
5820,2006
6631,3892
6631,1845
6631,1465
6631,792
6631,4006
6365,876
6365,1159
6365,1295
6365,3124
2026,51
2026,3193
2026,4671
2026,2151
2026,1376
7390,4143
7390,1629
3128,3194
3128,2987
3128,3139
3128,1469
3039,3364
3039,3555
3039,4541
3039,1732
3039,2565
1285,4604
8043,2420
8043,97
5735,4624
6962,1748
4639,424
4639,2249
4639,3116
6962,204
6962,1831
6962,1025
2383,4672
2383,1152
2383,4525
2383,4224
2383,1833
4734,3616
4759,4376
4759,160
5148,4070
5148,2133
5148,503
5148,3223
2970,1591
4483,3177
4483,1581
4483,3470
4483,3196
8653,3865
8653,3038
4176,4473
4176,261
4176,386
4176,4031
6120,4526
5494,1091
5494,1794
5494,2213
5494,3915
5494,4211
8902,977
8902,224
8902,3071
8902,76
8902,1230
9521,3316
9521,4487
4070,3329
2111,2780
5786,54
5786,535
5786,2782
7923,1906
7923,2488
5131,2300
5131,2509
5131,4506
5131,1784
5131,4926
1242,4435
1242,737
7345,4634
7345,1421
7345,4275
8730,2318
8730,2143
8730,4838
8730,1852
8377,3548
8377,2194
4809,1480
4809,4046
4809,1639
4809,1160
3814,4802
3123,3747
3123,4642
4893,2046
4893,3168
4893,4424
4893,3016
8184,123
3536,4686
3824,1312
3824,2451
2868,131
2868,1221
5332,1595
5332,1770
5332,995
5332,4670
5332,3784
8018,3278
8018,1051
2038,4507
2899,2624
6073,60
6073,4574
6073,107
7616,4329
7616,3328
7616,4940
1001,742
1001,1371
1001,4888
1001,2578
1001,1772
1484,2615
1484,2071
1484,779
1484,3603
1484,2522
5477,846
1932,2785
1932,2242
1932,266
1932,322
8817,4922
8817,1621
8817,4270
8817,2552
8817,2268
1928,1997
1928,1038
1928,831
1928,2077
1928,4394
4689,3210
4689,378
4689,1713
4689,4301
4689,3366
6992,1106
6992,2313
6992,4598
6992,1247
6699,3263
6699,4648
6699,4730
6699,4687
6699,2721
4791,941
5077,2436
5077,4106
5077,972
5077,1167
5077,3305
2340,2893
2340,4657
2340,524
2340,2057
1123,2790
1123,873
2971,1597
2971,4155
8991,3946
8991,4781
8991,1945
1828,1023
6536,3412
2748,1464
2748,1559
2748,3808
8177,1456
8177,670
8177,284
8177,1511
8177,4352
895,2105
895,3263
895,3934
2102,187
2102,439
6920,1201
504,4661
