review_id,user_id
363,5713
364,2976
365,7054
366,4023
367,9711
368,9500
369,5055
370,6058
371,7345
372,8348
373,729
374,1708
375,388
376,7469
377,3503
378,1452
379,3545
380,107
381,4983
382,3908
383,2382
384,4807
385,6382
386,2574
387,6208
388,9103
389,6070
390,2010
391,1108
392,9371
393,6109
394,8912
395,4203
396,4830
397,3180
398,5681
399,6221
400,609
401,7121
402,2588
403,7743
404,7227
405,4940
406,2164
407,5159
408,53
409,8020
410,5852
411,4620
412,4591
413,6138
414,1229
415,7977
416,2539
417,9437
418,9140
419,6850
420,4333
421,3054
422,5128
423,387
424,2567
425,1987
426,2352
427,8043
428,9710
429,1818
430,190
431,9081
432,7890
433,8721
434,4909
435,8373
436,6811
437,2515
438,6074
439,5352
440,5609
441,3611
442,3404
443,9072
444,260
445,1928
446,7531
447,4690
448,1951
449,8239
450,6230
451,2365
452,18
453,6100
454,4090
455,4552
456,4898
457,7630
458,1701
459,79
460,7542
461,2110
462,7222
463,2180
464,2807
465,2512
466,8325
467,511
468,7453
469,8793
470,9152
471,2244
472,8628
473,3512
474,1439
475,4089
476,1240
477,2308
478,1129
479,2023
480,6297
481,5259
482,2433
483,1208
484,7491
485,6084
486,4703
487,9467
488,1141
489,6266
490,7109
491,9
492,9656
493,3259
494,8164
495,1543
496,9360
497,2649
498,8185
499,6764
500,9837
501,1759
502,4431
503,6585
504,6121
505,5255
506,7800
507,2854
508,418
509,7764
510,5602
511,4701
512,7935
513,2213
514,9705
515,3333
516,5452
517,3385
518,4886
519,1555
520,319
521,2466
522,1900
523,8770
524,5722
525,904
526,2660
527,4168
528,636
529,4436
530,1938
531,2482
532,3284
533,5110
534,2447
535,7258
536,8431
537,9727
538,444
539,7455
540,2903
541,2370
542,8847
543,161
544,8614
545,2680
546,398
547,4275
548,406
549,5803
550,9627
551,6319
552,9602
553,6025
554,1523
555,1229
556,3824
557,4854
558,9774
559,8884
560,9573
561,3847
562,6022
563,6914
564,9838
565,2944
566,3356
567,9098
568,3352
569,7984
570,6996
571,1260
572,237
573,8559
574,5894
575,8987
576,9427
577,703
578,182
579,7952
580,8257
581,7106
582,5018
583,9739
584,129
585,5217
586,9074
587,2307
588,9470
589,2991
590,7207
591,5779
592,2090
593,6008
594,1523
595,9598
596,4555
597,8577
598,383
599,1901
600,2684
601,9515
602,7831
603,7877
604,6570
605,3501
606,6536
607,977
608,402
609,9857
610,895
611,5294
612,7415
613,2511
614,3806
615,2026
616,9966
617,5706
618,6162
619,2082
620,7605
621,3413
622,7215
623,2705
624,9488
625,6295
626,6840
627,7550
628,1753
629,8231
630,7583
631,6930
632,597
633,5668
634,3633
635,2342
636,8212
637,3317
638,9745
639,6872
640,1704
641,2282
642,5600
643,8965
644,6774
645,5957
646,1153
647,57
648,339
649,8520
650,3749
651,6289
652,5927
653,6933
654,6528
655,638
656,1846
657,1015
658,5021
659,2342
660,3885
661,2432
662,7187
663,2635
664,2270
665,2503
666,6212
667,3376
668,3059
669,4257
670,5576
671,474
672,1100
673,2990
674,7341
675,267
676,5763
677,7203
678,9471
679,1160
680,2089
681,8264
682,1957
683,6550
684,6389
685,564
686,9872
687,5437
688,308
689,3397
690,9856
691,6680
692,8487
693,1651
694,7809
695,1751
696,183
697,1728
698,4347
699,5939
700,9677
701,5475
702,3642
703,9634
704,1598
705,175
706,9386
707,8817
708,9441
709,2180
710,1947
711,6313
712,184
713,3018
714,7338
715,5920
716,5837
717,2007
718,3822
719,9615
720,291
721,5217
722,3002
723,3504
724,3625
725,3706
726,9062
727,1377
728,5421
729,2280
730,4717
731,6461
732,6902
733,1194
734,2576
735,1961
736,2315
737,4968
738,8219
739,529
740,8444
741,7123
742,6639
743,3224
744,5101
745,8119
746,9827
747,1860
748,3851
749,4092
750,5493
751,8657
752,3289
753,2569
754,5832
755,7477
756,2694
757,907
758,1959
759,3406
760,9743
761,272
762,8070
763,6996
764,3220
765,962
766,8678
767,967
768,1634
769,6284
770,7389
771,2234
772,8041
773,2035
774,9460
775,9589
776,2584
777,3729
778,9904
779,2253
780,7884
781,7393
782,1416
783,5889
784,3860
785,1266
786,3138
787,1841
788,4867
789,5979
790,383
791,367
792,911
793,8221
794,1304
795,907
796,3355
797,8057
798,2241
799,5835
800,539
801,7281
802,9554
803,508
804,4153
805,1724
806,6578
807,5951
808,3575
809,8759
810,7685
811,6409
812,8869
813,2588
814,1236
815,3870
816,9104
817,4985
818,9324
819,4457
820,5722
821,1433
822,9484
823,9626
824,3011
825,345
826,3930
827,2862
828,1530
829,2659
830,9944
831,8344
832,3622
833,9637
834,9325
835,6750
836,4243
837,2636
838,7462
839,9389
840,7117
841,8496
842,1259
843,4093
844,2503
845,3048
846,9223
847,7767
848,5647
849,6948
850,1360
851,6655
852,6135
853,9632
854,1967
855,4204
856,5683
857,7073
858,6111
859,132
860,8590
861,6127
862,9811
863,3240
864,5340
865,8800
866,3582
867,3583
868,8069
869,542
870,3426
871,8032
872,4985
873,4466
874,5923
875,4676
876,4624
877,2122
878,7678
879,7952
880,7320
881,1920
882,2055
883,1739
884,2367
885,1672
886,7633
887,6942
888,1534
889,6365
890,7368
891,3352
892,9111
893,1403
894,4293
895,8576
896,8544
897,81
898,3472
899,4749
900,2626
901,5464
902,1630
903,2389
904,7197
905,5133
906,813
907,9796
908,765
909,8014
910,6925
911,4149
912,9771
913,2352
914,6828
915,7443
916,9065
917,4142
918,1701
919,8616
920,7162
921,6217
922,3923
923,1309
924,9262
925,6126
926,7638
927,6366
928,9839
929,9429
930,2668
931,4825
932,4210
933,161
934,1885
935,6821
936,3020
937,9882
938,2455
939,3297
940,9510
941,105
942,3043
943,4476
944,9129
945,3014
946,2409
947,6025
948,2794
949,606
950,2560
951,8494
952,3758
953,3955
954,3695
955,6411
956,9274
957,4486
958,4139
959,5785
960,5587
961,425
962,4039
963,5626
964,7547
965,227
966,6424
967,660
968,1487
969,7478
970,1473
971,9718
972,4578
973,8598
974,4367
975,6031
976,6310
977,2499
978,654
979,5330
980,7441
981,8867
982,9168
983,4946
984,5777
985,2318
986,8827
987,4721
988,6805
989,1963
990,1016
991,5795
992,5690
993,4472
994,8473
995,1816
996,9395
997,7014
998,5168
999,6208
1000,4045
1001,378
1002,1530
1003,3648
1004,2030
1005,9840
1006,3076
1007,4580
1008,548
1009,9105
1010,6805
1011,6999
1012,5406
1013,3694
1014,7470
1015,4210
1016,992
1017,261
1018,6366
1019,4264
1020,2176
1021,9653
1022,7659
1023,5216
1024,7744
1025,6375
1026,1765
1027,6102
1028,3079
1029,3240
1030,9636
1031,5619
1032,2696
1033,1174
1034,7612
1035,5264
1036,1828
1037,924
1038,987
1039,3567
1040,9218
1041,2417
1042,923
1043,222
1044,9330
1045,3768
1046,3034
1047,6443
1048,1010
1049,9979
1050,1419
1051,5062
1052,9554
1053,9003
1054,342
1055,3721
1056,4207
1057,63
1058,5216
1059,6133
1060,2466
1061,9175
1062,2137
1063,5317
1064,3171
1065,6147
1066,8382
1067,9184
1068,828
1069,5771
1070,7891
1071,796
1072,1446
1073,1329
1074,8429
1075,7673
1076,3242
1077,9700
1078,6034
1079,5584
1080,9165
1081,204
1082,2238
1083,109
1084,5387
1085,7993
1086,3331
1087,5355
1088,5365
1089,2928
1090,1898
1091,5690
1092,5660
1093,6048
1094,7070
1095,8882
1096,4135
1097,1371
1098,9658
1099,8669
1100,9387
1101,4208
1102,1249
1103,5127
1104,49
1105,793
1106,3407
1107,4686
1108,4947
1109,651
1110,2453
1111,2363
1112,3208
1113,4508
1114,7625
1115,9175
1116,6502
1117,5831
1118,9664
1119,2597
1120,3640
1121,969
1122,2980
1123,7697
1124,7716
1125,6870
1126,7785
1127,614
1128,7757
1129,9011
1130,878
1131,2104
1132,76
1133,7317
1134,8792
1135,9797
1136,32
1137,4430
1138,8683
1139,7186
1140,508
1141,2068
1142,8804
1143,7570
1144,5057
1145,5614
1146,6050
1147,2966
1148,4586
1149,4074
1150,9271
1151,5665
1152,9122
1153,8149
1154,362
1155,5874
1156,1554
1157,3492
1158,9393
1159,3524
1160,902
1161,7174
1162,4318
1163,409
1164,5771
1165,4425
1166,1742
1167,4328
1168,4085
1169,1214
1170,6266
1171,645
1172,9913
1173,5827
1174,9050
1175,9674
1176,1507
1177,8625
1178,532
1179,8910
1180,8801
1181,2876
1182,3224
1183,14
1184,6880
1185,2184
1186,8252
1187,5325
1188,9995
1189,3477
1190,7611
1191,6841
1192,2875
1193,456
1194,3880
1195,6482
1196,957
1197,4175
1198,1426
1199,8495
1200,1825
1201,9301
1202,6224
1203,7842
1204,2509
1205,5839
1206,7480
1207,7705
1208,4626
1209,3838
1210,696
1211,3374
1212,8945
1213,7092
1214,9033
1215,4296
1216,8953
1217,1930
1218,5827
1219,2974
1220,1545
1221,7861
1222,8735
1223,8798
1224,2087
1225,1630
1226,3902
1227,3640
1228,1802
1229,6196
1230,5488
1231,2111
1232,8164
1233,6626
1234,1366
1235,3251
1236,5013
1237,8644
1238,66
1239,6014
1240,3251
1241,4421
1242,479
1243,7560
1244,1029
1245,8735
1246,3524
1247,7848
1248,7039
1249,7643
1250,4600
1251,3719
1252,949
1253,5884
1254,2519
1255,5502
1256,6794
1257,3202
1258,6832
1259,560
1260,3755
1261,1231
1262,6575
1263,214
1264,3702
1265,9547
1266,3770
1267,6222
1268,3609
1269,1367
1270,3944
1271,5213
1272,6216
1273,8263
1274,9362
1275,1712
1276,8840
1277,59
1278,6160
1279,6303
1280,6314
1281,599
1282,874
1283,8784
1284,5255
1285,3890
1286,8029
1287,6713
1288,3525
1289,7418
1290,2160
1291,5885
1292,2080
1293,3870
1294,5511
1295,9329
1296,8046
1297,6405
1298,7663
1299,6127
1300,8249
1301,3349
1302,2840
1303,9117
1304,8240
1305,7926
1306,1611
1307,4919
1308,6523
1309,819
1310,4691
1311,4762
1312,7627
1313,4683
1314,7918
1315,2279
1316,3561
1317,7518
1318,8717
1319,1441
1320,7425
1321,2449
1322,9817
1323,9654
1324,7722
1325,1679
1326,9266
1327,9046
1328,3334
1329,2048
1330,7019
1331,6628
1332,2926
1333,8719
1334,9124
1335,4462
1336,6951
1337,993
1338,2961
1339,4528
1340,8285
1341,7276
1342,1970
1343,1638
1344,8374
1345,7379
1346,4447
1347,8603
1348,3234
1349,953
1350,7408
1351,1118
1352,9801
1353,2942
1354,7495
1355,3649
1356,7935
1357,6549
1358,2884
1359,5897
1360,4382
1361,4871
1362,3285
1363,5172
1364,9530
1365,899
1366,5042
1367,7174
1368,4856
1369,5218
1370,4271
1371,982
1372,7033
1373,5726
1374,3907
1375,7743
1376,6334
1377,5025
1378,5957
1379,3773
1380,2023
1381,926
1382,4468
1383,6763
1384,5216
1385,7205
1386,5217
1387,4262
1388,2103
1389,7840
1390,2608
1391,9968
1392,8048
1393,8382
1394,3346
1395,1166
1396,7070
1397,4270
1398,6888
1399,176
1400,7149
1401,9875
1402,9433
1403,7807
1404,303
1405,6073
1406,4047
1407,2702
1408,7887
1409,5318
1410,1015
1411,138
1412,1643
1413,1004
1414,6785
1415,5433
1416,3673
1417,6136
1418,3906
1419,4036
1420,9898
1421,1011
1422,3280
1423,3498
1424,6489
1425,9597
1426,6789
1427,6528
1428,5694
1429,7427
1430,7643
1431,2279
1432,9474
1433,6490
1434,3884
1435,3836
1436,7496
1437,4456
1438,9092
1439,9578
1440,7415
1441,6770
1442,1828
1443,577
1444,98
1445,3848
1446,6516
1447,8414
1448,6904
1449,2846
1450,5334
1451,5164
1452,8697
1453,9699
1454,6945
1455,7036
1456,4247
1457,6487
1458,2475
1459,9666
1460,8828
1461,7100
1462,1400
1463,6064
1464,3418
1465,265
1466,8699
1467,8094
1468,9579
1469,2274
1470,1761
1471,2432
1472,3267
1473,6648
1474,7
1475,7971
1476,3034
1477,9610
1478,3313
1479,7667
1480,9527
1481,1549
1482,3560
1483,2020
1484,8195
1485,858
1486,2024
1487,5418
1488,1820
1489,4794
1490,9848
1491,4611
1492,6134
1493,7000
1494,2656
1495,8593
1496,1608
1497,2722
1498,1378
1499,2876
1500,1924
1501,6359
1502,3102
1503,8135
1504,722
1505,5487
1506,1141
1507,1267
1508,8597
1509,8442
1510,6659
1511,8171
1512,7568
1513,6653
1514,9256
1515,3526
1516,9055
1517,1927
1518,1174
1519,1967
1520,6490
1521,1456
1522,3755
1523,9164
1524,1252
1525,958
1526,3507
1527,6702
1528,1329
1529,2057
1530,8547
1531,8736
1532,7540
1533,8915
1534,9975
1535,9373
1536,6111
1537,7251
1538,6718
1539,5741
1540,6508
1541,6228
1542,5763
1543,5941
1544,3120
1545,6070
1546,6911
1547,4736
1548,3803
1549,4366
1550,7761
1551,7146
1552,3192
1553,10
1554,3161
1555,2711
1556,3937
1557,4631
1558,892
1559,2436
1560,4042
1561,9018
1562,1491
1563,1383
1564,6261
1565,4982
1566,751
1567,5035
1568,6469
1569,8816
1570,9409
1571,2021
1572,5272
1573,4830
1574,1214
1575,9879
1576,9158
1577,1734
1578,2726
1579,4176
1580,5727
1581,1201
1582,5623
1583,3865
1584,8892
1585,2583
1586,4433
1587,9141
1588,9006
1589,2052
1590,7508
1591,8
1592,4015
1593,8040
1594,1989
1595,9268
1596,814
1597,7284
1598,574
1599,6084
1600,113
1601,6178
1602,1829
1603,7918
1604,7967
1605,5244
1606,4405
1607,2217
1608,3337
1609,5271
1610,17
1611,234
1612,7991
1613,2661
1614,3799
1615,7735
1616,7362
1617,6500
1618,9171
1619,9389
1620,7836
1621,5716
1622,3230
1623,8098
1624,8181
1625,6584
1626,1379
1627,4551
1628,6177
1629,1182
1630,4444
1631,2222
1632,588
1633,6128
1634,9560
1635,6073
1636,2474
1637,7390
1638,4392
1639,9266
1640,1655
1641,5309
1642,2803
1643,4634
1644,2437
1645,4460
1646,1859
1647,2233
1648,4872
1649,9336
1650,6446
1651,8459
1652,8591
1653,8741
1654,2553
1655,5448
1656,4040
1657,3272
1658,7495
1659,2910
1660,3096
1661,2103
1662,4761
1663,6359
1664,4523
1665,568
1666,3066
1667,9687
1668,2123
1669,3164
1670,6118
1671,6904
1672,8905
1673,7670
1674,3683
1675,6605
1676,6389
1677,7495
1678,6771
1679,2797
1680,7527
1681,4592
1682,4964
1683,3011
1684,4665
1685,3174
1686,3418
1687,957
1688,8090
1689,8368
1690,7512
1691,6440
1692,9036
1693,7671
1694,5610
1695,8449
1696,8794
1697,1023
1698,1401
1699,7414
1700,831
1701,462
1702,4546
1703,9813
1704,4000
1705,6238
1706,7339
1707,2429
1708,3408
1709,7918
1710,7355
1711,773
1712,2833
1713,8086
1714,5462
1715,5578
1716,5444
1717,2691
1718,3544
1719,2976
1720,6486
1721,8049
1722,939
1723,311
1724,45
1725,9643
1726,236
1727,1244
1728,1581
1729,3296
1730,6198
1731,5081
1732,222
1733,4304
1734,168
1735,1291
1736,1457
1737,7097
1738,9362
1739,4109
1740,9880
1741,1955
1742,3021
1743,901
1744,4435
1745,8753
1746,4742
1747,497
1748,357
1749,4068
1750,1643
1751,3593
1752,1935
1753,8993
1754,9368
1755,1139
1756,1478
1757,1408
1758,1942
1759,1614
1760,7239
1761,5624
1762,1894
1763,4720
1764,2131
1765,8001
1766,2668
1767,2372
1768,5436
1769,2756
1770,1965
1771,1720
1772,9929
1773,7224
1774,9188
1775,8407
1776,3045
1777,3886
1778,9094
1779,4809
1780,5649
1781,4603
1782,4298
1783,8443
1784,2501
1785,3749
1786,39
1787,7534
1788,1211
1789,190
1790,1521
1791,153
1792,8078
1793,8269
1794,8290
1795,927
1796,6708
1797,7003
1798,3599
1799,1155
1800,954
1801,8545
1802,4977
1803,8999
1804,858
1805,4123
1806,2953
1807,2030
1808,6818
1809,4942
1810,2074
1811,6356
1812,4066
1813,420
1814,649
1815,5812
1816,1181
1817,5419
1818,3810
1819,1467
1820,6456
1821,9338
1822,4142
1823,1438
1824,1991
1825,9654
1826,8296
1827,8517
1828,5448
1829,3791
1830,5496
1831,6090
1832,9229
1833,7074
1834,3186
1835,2367
1836,5633
1837,2969
1838,6804
1839,8031
1840,4740
1841,2563
1842,2196
1843,4044
1844,5749
1845,8794
1846,6165
1847,7770
1848,2076
1849,5266
1850,2121
1851,5298
1852,2929
1853,2177
1854,3341
1855,1797
1856,8765
1857,4001
1858,2661
1859,4362
1860,9823
1861,391
1862,1821
1863,4712
1864,1287
1865,8393
1866,6510
1867,9223
1868,7455
1869,6937
1870,5446
1871,4598
1872,2541
1873,8735
1874,4915
1875,4698
1876,1669
1877,8306
1878,453
1879,9264
1880,9850
1881,9725
1882,5150
1883,8937
1884,2332
1885,6207
1886,6930
1887,8500
1888,5508
1889,4394
1890,3447
1891,5441
1892,8997
1893,1360
1894,8033
1895,6076
1896,6411
1897,5389
1898,7087
1899,1052
1900,4779
1901,9250
1902,7986
1903,1345
1904,7197
1905,4165
1906,4722
1907,4424
1908,9628
1909,3778
1910,9629
1911,1903
1912,6662
1913,5765
1914,9493
1915,596
1916,213
1917,9011
1918,919
1919,7898
1920,501
1921,1036
1922,3497
1923,9212
1924,3161
1925,2688
1926,6533
1927,1163
1928,3874
1929,3830
1930,7686
1931,4887
1932,6951
1933,6059
1934,8883
1935,8671
1936,2234
1937,4694
1938,6140
1939,7240
1940,6929
1941,4874
1942,2275
1943,7737
1944,9590
1945,685
1946,8437
1947,1915
1948,6514
1949,7351
1950,5245
1951,8396
1952,7431
1953,2884
1954,4046
1955,3819
1956,1199
1957,1984
1958,1773
1959,4019
1960,2617
1961,2864
1962,4448
1963,8799
1964,5496
1965,8516
1966,4707
1967,497
1968,260
1969,2930
1970,6715
1971,2504
1972,1516
1973,6934
1974,8449
1975,1937
1976,1273
1977,3099
1978,8987
1979,2564
1980,6505
1981,2322
1982,9892
1983,9253
1984,3133
1985,8912
1986,5488
1987,649
1988,7205
1989,2252
1990,533
1991,4108
1992,8235
1993,8552
1994,1174
1995,7635
1996,85
1997,2356
1998,9883
1999,2369
2000,4635
2001,5282
2002,2430
2003,8195
2004,2114
2005,4089
2006,6992
2007,9067
2008,813
2009,4713
2010,1966
2011,1989
2012,2419
2013,8975
2014,3258
2015,2215
2016,6585
2017,1426
2018,1030
2019,735
2020,2667
2021,5355
2022,9784
2023,4886
2024,5309
2025,320
2026,1322
2027,8812
2028,4546
2029,3870
2030,2994
2031,602
2032,4134
2033,3040
2034,9514
2035,422
2036,3594
2037,5822
2038,5418
2039,8482
2040,9013
2041,3975
2042,440
2043,2194
2044,9298
2045,4080
2046,3890
2047,5691
2048,8864
2049,8608
2050,6587
2051,5448
2052,142
2053,3097
2054,6059
2055,6371
2056,6404
2057,5380
2058,4000
2059,2206
2060,3250
2061,5998
2062,8600
2063,9093
2064,8283
2065,2154
2066,6841
2067,4432
2068,6022
2069,3949
2070,6086
2071,5615
2072,8914
2073,3597
2074,4525
2075,6561
2076,1502
2077,4189
2078,688
2079,7304
2080,9232
2081,4677
2082,5359
2083,7811
2084,4886
2085,302
2086,4303
2087,8976
2088,1418
2089,5058
2090,1018
2091,6643
2092,8532
2093,8256
2094,7856
2095,1232
2096,8650
2097,7292
2098,4616
2099,2248
2100,7828
2101,4906
2102,7539
2103,8191
2104,8138
2105,241
2106,5620
2107,2955
2108,34
2109,9690
2110,653
2111,7149
2112,2427
2113,5759
2114,820
2115,826
2116,1979
2117,8931
2118,2026
2119,3629
2120,3980
2121,3867
2122,5456
2123,4794
2124,7879
2125,3696
2126,6115
2127,8583
2128,946
2129,742
2130,8431
2131,430
2132,5015
2133,195
2134,6149
2135,3658
2136,9204
2137,5703
2138,4222
2139,9294
2140,4505
2141,2282
2142,511
2143,5307
2144,6589
2145,5366
2146,9393
2147,6300
2148,4388
2149,9272
2150,928
2151,9518
2152,5037
2153,9968
2154,7255
2155,4672
2156,8312
2157,8296
2158,9746
2159,2823
2160,5999
2161,7076
2162,9366
2163,5021
2164,8803
2165,4396
2166,1211
2167,1988
2168,2995
2169,9061
2170,9163
2171,3326
2172,2196
2173,6524
2174,8434
2175,1948
2176,3149
2177,1439
2178,5832
2179,3159
2180,8356
2181,6718
2182,9476
2183,9214
2184,8190
2185,2239
2186,2392
2187,4900
2188,2741
2189,3003
2190,6628
2191,7420
2192,2918
2193,4791
2194,9215
2195,5101
2196,4609
2197,3170
2198,6483
2199,8210
2200,5799
2201,2709
2202,673
2203,7154
2204,5302
2205,1958
2206,4222
2207,4172
2208,6671
2209,1560
2210,7216
2211,5367
2212,5895
2213,8676
2214,9651
2215,901
2216,2057
2217,2860
2218,6185
2219,1288
2220,5393
2221,4329
2222,4620
2223,205
2224,5223
2225,5711
2226,5637
2227,3077
2228,5372
2229,1933
2230,2799
2231,9018
2232,5919
2233,3191
2234,8096
2235,1746
2236,2794
2237,546
2238,1278
2239,499
2240,2293
2241,6886
2242,7991
2243,7898
2244,2289
2245,4891
2246,2911
2247,4090
2248,8063
2249,8200
2250,1502
2251,8346
2252,8557
2253,7391
2254,4808
2255,373
2256,2463
2257,9663
2258,7061
2259,6919
2260,2638
2261,3421
2262,1006
2263,1665
2264,6647
2265,9615
2266,5560
2267,6983
2268,149
2269,3267
2270,8005
2271,7667
2272,5703
2273,3458
2274,1724
2275,7947
2276,8343
2277,753
2278,9073
2279,1092
2280,9440
2281,8513
2282,6369
2283,1319
2284,6871
2285,5465
2286,1014
2287,6446
2288,9678
2289,4536
2290,8199
2291,3476
2292,117
2293,2998
2294,1536
2295,1124
2296,7641
2297,5174
2298,7573
2299,8164
2300,5978
2301,488
2302,3156
2303,8791
2304,8804
2305,8280
2306,3308
2307,217
2308,9653
2309,2811
2310,2482
2311,493
2312,6
2313,9942
2314,2139
2315,4908
2316,7487
2317,9517
2318,553
2319,3404
2320,4895
2321,5114
2322,9714
2323,1039
2324,1902
2325,1913
2326,5708
2327,1440
2328,7008
2329,4562
2330,5119
2331,8114
2332,5196
2333,3359
2334,1057
2335,8919
2336,7248
2337,4224
2338,9759
2339,2137
2340,8231
2341,322
2342,3626
2343,9955
2344,2855
2345,7974
2346,8380
2347,8818
2348,7415
2349,2026
2350,9474
2351,2387
2352,9613
2353,7031
2354,8945
2355,7392
2356,2912
2357,7370
2358,6146
2359,4503
2360,7716
2361,8025
2362,5919
2363,977
2364,3002
2365,9850
2366,8603
2367,1100
2368,8392
2369,559
2370,9034
2371,8502
2372,8846
2373,3426
2374,9345
2375,5382
2376,7695
2377,7771
2378,1853
2379,5312
2380,2457
2381,8125
2382,4510
2383,6045
2384,5222
2385,9740
2386,677
2387,1096
2388,1283
2389,2531
2390,4223
2391,9022
2392,4627
2393,3592
2394,633
2395,3203
2396,3026
2397,282
2398,2390
2399,6171
2400,9056
2401,7009
2402,7823
2403,4359
2404,7431
2405,5680
2406,6960
2407,4601
2408,4894
2409,8213
2410,5131
2411,2047
2412,5144
2413,3729
2414,8912
2415,3952
2416,3110
2417,4489
2418,6055
2419,874
2420,7675
2421,8442
2422,2049
2423,9220
2424,8472
2425,1077
2426,7742
2427,9116
2428,554
2429,6070
2430,6141
2431,8249
2432,1361
2433,7020
2434,3663
2435,9679
2436,3247
2437,610
2438,9003
2439,1046
2440,450
2441,1634
2442,8505
2443,3623
2444,2827
2445,3881
2446,6287
2447,4123
2448,7790
2449,8541
2450,2364
2451,183
2452,5660
2453,5142
2454,8482
2455,891
2456,1354
2457,8804
2458,9620
2459,8242
2460,5757
2461,6638
2462,7297
2463,4504
2464,9177
2465,5951
2466,2531
2467,4434
2468,5247
2469,2714
2470,5671
2471,1629
2472,4693
2473,3926
2474,8103
2475,3562
2476,2702
2477,1478
2478,3817
2479,9718
2480,1970
2481,5667
2482,8380
2483,4976
2484,701
2485,1481
2486,2290
2487,6621
2488,2081
2489,9987
2490,8889
2491,365
2492,4890
2493,4712
2494,3035
2495,9588
2496,7124
2497,7734
2498,9458
2499,4552
2500,1277
2501,2149
2502,9099
2503,4531
2504,3141
2505,1371
2506,3725
2507,6824
2508,9431
2509,9252
2510,822
2511,3866
2512,6360
2513,8221
2514,9968
2515,9082
2516,2348
2517,9802
2518,7180
2519,704
2520,970
2521,401
2522,8203
2523,5251
2524,142
2525,434
2526,3044
2527,7939
2528,4767
2529,5148
2530,5492
2531,6505
2532,3891
2533,682
2534,1877
2535,2386
2536,2776
2537,8358
2538,8850
