order_id,product_id
82,90
82,2601
82,579
83,2821
84,442
84,4467
84,901
85,2377
85,3455
85,4476
85,1026
85,1753
86,1
86,3890
86,3811
86,501
86,488
87,3511
87,3990
88,3679
88,3649
88,4146
88,3239
88,1085
89,2208
89,106
90,1843
90,3629
90,1079
90,2966
91,2646
91,33
91,4549
91,1139
91,803
92,1278
93,130
93,351
93,3958
94,2901
94,1307
94,3365
94,2496
95,4107
95,2445
95,699
96,2729
96,4037
97,0
97,4705
97,1602
98,1022
98,4815
98,1468
99,1469
99,876
99,373
99,4379
100,777
100,3823
100,514
100,1160
101,1588
101,2408
101,3195
101,572
101,2755
102,3933
102,891
103,1519
103,4224
103,972
104,2426
105,3822
105,3778
105,2967
106,3917
106,1285
106,1847
106,599
106,467
107,1051
107,4706
107,2446
107,2349
108,3039
108,2106
108,4302
108,2927
109,2389
109,4801
109,3728
109,167
109,1648
110,2228
110,935
110,1578
111,4818
111,4928
111,2425
111,345
112,1482
112,65
112,2341
112,3278
113,167
113,37
113,18
113,2343
114,282
114,774
115,1539
115,3356
115,1780
115,1989
116,2329
116,1373
116,3156
116,2474
117,753
118,1115
118,4972
118,1304
119,1693
119,2902
120,1725
120,3139
120,1166
120,369
120,3409
121,3991
122,3145
122,3940
123,3928
124,3546
124,1233
124,2921
125,2322
125,4944
125,3297
125,2213
125,1979
126,3078
126,1989
126,1942
126,627
127,3384
127,4564
128,4626
129,4412
129,2950
129,2567
130,1626
130,2559
130,4528
130,3569
131,2640
131,1500
131,3155
131,1587
131,3976
132,3856
133,4788
133,955
134,1783
134,4097
135,4124
135,2660
135,4376
136,732
136,578
136,4145
136,2962
136,2403
137,2604
137,4793
138,2067
139,1975
139,4292
140,4082
140,4420
140,4759
140,2920
141,345
141,4831
142,1925
143,165
143,1436
143,4855
144,856
144,3036
145,3290
146,416
146,334
147,4060
147,2730
147,3732
148,25
148,3444
148,3074
148,2842
148,1523
149,2936
150,2906
150,4222
150,4960
151,4389
151,786
151,3045
152,1192
152,715
152,4489
153,2686
153,3936
153,3023
153,1582
153,409
154,797
154,2276
154,3607
154,2931
154,830
155,774
155,642
155,2156
155,4036
156,2537
156,1594
156,2633
156,3332
157,3982
157,3224
158,3218
158,4130
159,1286
159,465
159,1345
160,18
160,4602
160,3254
160,3075
160,2346
161,2467
161,595
161,3492
161,2110
161,2542
162,2589
162,1626
163,873
163,1518
163,4501
164,4290
165,1344
165,752
165,2981
166,3358
166,220
166,2585
166,1336
167,4907
167,4064
167,519
167,1931
168,3963
168,3008
168,81
168,364
169,3052
170,590
170,4674
170,4144
170,4582
171,2977
171,2900
171,1905
171,1754
172,1027
172,4646
172,1092
173,2613
174,3240
174,1997
174,4075
175,2300
175,3598
175,1641
175,4814
176,3474
176,4974
176,564
176,2587
177,1508
177,2365
177,4682
178,4340
178,4186
178,2212
178,3806
178,1687
179,4204
179,4457
179,4877
179,847
180,1734
180,2847
180,3533
180,1158
180,3730
181,2838
181,1889
181,2684
181,3563
181,1629
182,4172
182,1289
183,2210
183,1823
183,400
183,4854
183,4028
184,4461
184,688
184,2406
184,4851
185,17
185,1101
185,197
185,2165
185,4810
186,2239
186,2989
186,14
186,3150
187,1422
187,90
188,1337
188,823
188,4696
188,3388
189,2345
189,1150
189,686
189,2997
190,992
190,4303
190,543
190,1926
191,361
191,974
191,126
191,1535
191,2348
192,2284
193,2724
193,3356
194,2456
194,2207
194,4765
194,1154
195,2859
195,517
196,1073
196,22
196,2926
196,876
197,4055
197,4599
198,1890
199,4378
199,2142
199,831
200,229
200,4169
201,1026
201,503
201,2377
202,25
202,1564
202,3845
202,1861
202,1466
203,935
203,189
203,236
203,1748
204,2116
204,1070
204,4812
205,3057
205,1178
205,2440
205,421
205,1314
206,209
207,1015
207,3079
207,1290
207,2328
208,278
208,3814
209,731
209,1159
210,2933
210,4062
211,3523
211,282
212,4495
212,4366
212,1078
212,2883
213,1159
214,2161
214,915
215,1658
216,3682
216,3040
217,4976
217,1687
217,3623
218,4350
219,3895
219,4476
219,1886
219,3305
219,1259
220,613
220,3227
221,2940
221,3635
221,4715
221,909
222,2556
222,4959
222,4004
222,2149
223,2367
223,1050
223,967
223,4083
223,659
224,3407
224,1891
224,3982
224,4424
224,3095
225,4549
225,2680
225,3763
225,553
226,4825
226,255
226,4110
226,2604
227,3353
227,1959
227,4337
228,4322
229,1094
229,340
229,3261
229,846
230,4155
230,4046
230,630
230,2222
231,2952
231,682
231,1298
231,1184
231,3639
232,1810
232,4477
233,4368
233,4231
233,3508
234,1028
234,3726
235,1583
236,3608
237,4940
237,4005
237,3907
238,3384
239,2728
239,4024
239,4694
239,3041
239,415
240,2935
240,1664
241,133
241,3190
241,1700
242,3110
242,964
243,554
244,1021
244,4618
244,2860
245,525
245,2656
245,3077
245,1465
246,1835
246,3160
246,731
246,2671
246,1217
247,3826
247,1756
247,3263
247,1142
247,1534
248,1726
248,2653
248,759
249,2637
249,483
249,1016
249,4065
249,2508
250,2713
250,3580
250,1003
250,1115
250,3766
251,3761
251,4126
251,4244
251,1734
252,2938
252,568
252,401
253,607
253,1812
254,770
254,4999
254,2368
254,4167
254,941
255,3526
255,825
255,808
255,1443
255,4280
256,253
256,1681
256,4433
256,724
256,4727
257,1555
257,3958
258,1464
259,3992
259,3498
259,322
260,3785
260,4179
260,2528
260,1761
260,1373
261,3095
261,60
262,1857
262,583
263,3451
263,3256
263,2940
263,562
263,283
264,289
264,3575
264,1323
264,2868
264,1847
265,1573
266,2751
266,2554
266,4360
266,3926
266,2056
267,2274
268,2928
269,3921
269,1126
269,1635
270,2548
271,2998
271,4667
271,621
271,2530
271,929
272,1398
272,96
272,4088
272,2306
273,696
273,33
273,3989
273,1572
273,4620
274,198
274,4263
274,4314
275,3803
275,3900
275,586
275,1745
275,575
276,187
276,2521
276,991
277,528
277,4244
277,3297
277,4406
277,1573
278,4340
278,2575
278,4113
278,624
278,4616
279,2951
279,379
279,1517
280,2793
280,2024
280,1176
280,2461
281,1860
281,2599
281,2637
281,1651
281,3543
282,3704
282,1055
282,448
283,3984
283,1491
283,718
283,1136
284,3589
285,863
285,1545
285,1502
286,2525
286,3622
287,1154
287,2948
288,3636
288,4329
288,2953
288,1681
289,2737
289,4736
289,303
290,1854
290,792
290,3916
290,3967
291,876
291,2209
291,1309
291,2333
292,716
292,1348
292,1729
292,3517
292,4988
293,2958
293,50
294,1120
294,1422
294,296
295,1454
295,3772
295,1770
295,363
296,4287
297,437
297,3766
297,3180
298,4630
298,4554
298,3496
298,1843
298,4824
299,2834
299,1033
299,1603
299,125
299,2141
300,3623
300,1432
300,4327
300,4003
301,577
301,327
301,3572
301,64
301,4176
302,747
302,2306
302,3776
302,606
302,3758
303,3754
304,3419
304,1829
304,3289
304,3218
304,3681
305,1700
305,1573
305,360
305,2793
305,3975
306,2823
306,1119
306,3613
307,4851
307,437
307,4909
308,4008
309,3652
310,1275
311,4323
311,3961
312,3715
312,1997
312,3971
313,3771
313,901
313,742
313,1591
314,2982
314,237
315,3041
315,1891
316,312
316,3967
316,4950
317,4335
317,3597
317,12
317,3646
317,3979
318,1258
318,2329
318,2920
318,3225
319,4989
320,3574
320,976
320,981
320,4663
321,270
321,2101
321,450
321,1250
321,1000
322,175
322,4533
322,2744
323,3602
323,3336
324,4783
325,619
325,510
326,560
326,3720
326,4891
327,1925
327,3966
327,3259
327,3535
328,4384
328,1054
328,390
328,711
328,2491
329,4817
329,3300
330,565
330,2834
330,4665
331,2281
331,4896
331,924
331,3
331,1661
332,2864
332,4768
332,966
332,3002
333,347
334,1869
334,4853
334,4564
334,3232
335,2262
335,932
335,4249
335,3922
336,2864
336,4556
336,1607
336,2708
336,2080
337,661
337,4693
337,3666
337,3880
337,331
338,311
338,4455
338,3169
338,1027
338,961
339,2335
339,1790
340,2746
340,4901
340,1834
341,3662
341,458
342,1246
342,4431
342,4060
342,2854
342,134
343,4493
343,284
343,4541
343,644
344,3924
344,1818
344,1838
344,1766
345,3389
345,3996
345,3718
345,1292
346,1247
346,3693
346,2553
347,3373
347,106
347,1867
347,2517
348,3765
348,3406
348,4293
348,2302
349,2634
349,2127
350,291
350,1088
350,4999
351,1576
352,1962
352,736
352,1872
353,2174
353,1962
353,3327
353,4057
353,3451
354,2307
354,815
354,4396
354,1066
354,4259
355,3587
355,2811
355,2948
355,1169
355,1350
356,312
356,1206
356,2118
356,3533
356,399
357,2119
357,1692
357,2408
358,1077
358,1958
358,4779
358,984
358,778
359,1870
359,2904
359,3049
359,3208
360,4337
360,3754
361,3428
361,23
361,2685
361,4634
361,2980
362,957
362,3630
362,2914
363,2505
364,1369
364,4799
365,3054
366,4020
366,808
366,2008
366,3092
366,1982
367,2006
368,4018
368,4592
368,4121
368,2868
368,3318
369,1850
369,1538
369,1013
369,1759
369,781
370,30
371,976
371,126
371,1306
371,2019
371,513
372,4893
372,2767
372,4145
372,1476
373,195
373,3162
373,4274
373,3546
374,3674
375,2551
376,3310
376,234
376,465
376,3619
376,4323
377,4817
378,2303
378,4608
378,2562
378,2685
378,2878
379,1314
379,4291
379,1
380,1507
380,2819
380,4252
380,3911
380,1923
381,4806
381,4083
381,2671
381,3144
381,1857
382,1332
382,4498
382,4067
382,1759
383,2360
383,4465
383,3043
384,4450
384,4793
384,1978
384,2979
384,3054
385,2939
386,560
386,686
386,2971
387,4888
388,4428
388,4124
389,996
389,2377
390,701
390,2264
390,1600
390,2160
391,2395
391,1624
391,4529
391,1128
392,3113
392,228
392,1592
392,990
392,1440
393,3588
393,4756
393,1291
394,1226
394,3097
394,4625
394,4049
394,4150
395,1038
396,3381
396,300
396,857
396,1780
397,3798
397,2700
397,1145
397,4596
398,1833
398,1453
399,2063
399,3458
400,1015
400,3891
400,4194
400,1614
400,4188
401,2385
402,476
402,2994
402,1878
402,2113
402,4494
403,954
404,750
404,907
404,1927
404,1682
405,2124
405,2635
406,2307
406,136
406,756
407,4929
407,864
407,814
407,4544
408,1735
408,678
408,3281
408,1812
409,4606
409,420
409,638
409,2881
409,2467
410,736
411,1800
411,1813
411,958
411,1320
412,82
412,76
412,1972
413,4511
413,483
413,1886
413,410
414,4486
414,569
414,681
415,455
415,1353
415,395
416,706
416,2153
417,1391
417,567
418,2354
418,1673
418,652
419,3995
419,26
419,3026
419,4223
419,2937
420,2976
420,4622
421,2242
421,3118
421,4037
421,187
422,3956
423,2393
423,615
424,3644
424,2964
424,4153
425,925
425,3199
426,1377
427,2136
427,2993
427,3093
427,4725
427,439
428,4579
428,2825
428,3052
428,329
428,1500
429,2070
429,2529
429,2117
430,1476
430,2561
430,3739
431,3776
431,2961
431,3851
432,3151
432,559
433,2844
433,1188
433,4298
434,2026
434,195
434,3571
435,2757
435,4913
435,2916
436,2699
436,4458
436,4459
436,4452
436,1569
437,1135
437,718
438,3388
438,3334
438,396
438,72
438,2126
439,3056
439,4809
440,2902
441,130
441,382
442,1344
442,4458
443,3335
443,1145
444,2033
444,3055
444,3219
444,1183
445,389
446,4131
446,3734
446,565
446,3832
446,887
447,4126
448,3047
448,2088
448,2959
448,2800
449,4032
449,1472
450,2598
450,2973
450,3598
450,4024
451,2117
451,346
452,3947
452,4571
452,1924
452,3561
452,4524
453,112
453,4418
453,683
453,3643
453,502
454,1330
454,221
454,4273
454,2060
454,1576
455,1247
455,349
455,2602
456,729
457,1518
457,2018
458,4790
458,207
458,4586
458,4234
458,2843
459,3991
459,2983
459,1760
460,134
461,3466
461,1325
461,4155
462,3293
462,2933
462,730
463,2123
463,4323
463,4045
464,4043
465,273
465,3716
465,4505
465,3700
466,3993
466,3076
466,807
466,4544
467,918
467,4891
467,698
467,3114
467,4242
468,1765
469,3516
470,817
470,3306
470,3989
470,3723
470,3231
471,4923
471,3872
472,3096
472,1788
472,4385
472,1086
472,4165
473,2843
474,1402
474,1533
474,1988
474,2214
474,4669
475,1810
475,1092
475,3833
476,194
476,1515
477,2248
478,3326
478,3574
478,210
478,1719
478,3510
479,2317
479,4797
479,1310
479,2955
479,3283
480,2301
480,826
480,4600
480,22
480,3459
481,2410
481,2446
481,1707
482,563
482,4458
483,1325
483,4633
483,2760
483,817
483,2686
484,114
484,1382
485,2610
485,3598
486,809
486,596
486,532
486,1414
486,4352
487,3279
487,221
487,2861
488,2359
489,295
489,1677
489,3202
489,499
490,159
490,1320
490,4267
490,1278
491,2852
492,499
492,85
492,4324
493,1260
493,2055
493,481
493,4914
493,4738
494,2361
494,2359
495,4873
495,4612
496,4438
496,4269
496,4257
497,996
497,812
497,1129
497,3552
497,893
498,2566
499,2370
499,1385
499,4106
500,1035
500,2354
501,1006
501,4281
501,3534
501,3010
501,3130
502,982
502,1260
503,4621
503,2189
504,4418
504,4364
504,1844
504,2401
504,4282
505,1155
505,2315
505,2472
505,5
506,1160
506,3046
507,689
508,715
508,4004
508,3946
508,1189
509,4317
509,235
509,1134
509,157
509,367
510,3024
511,702
511,4766
511,4872
512,4555
512,3693
513,4994
513,3514
514,3544
515,4587
515,1093
516,4085
516,1954
516,285
516,4530
516,762
517,2140
517,435
517,743
518,2850
518,4660
518,2995
518,4059
518,3670
519,1542
520,1733
520,2878
521,4624
521,4718
521,2741
521,1630
522,3304
522,155
522,2833
522,1942
523,1391
524,1887
524,866
524,805
524,1689
525,2429
525,4609
526,451
527,2211
528,752
528,4144
528,2170
529,1955
529,1879
529,2144
529,2827
529,1717
530,1693
530,1397
530,1595
530,1047
531,1638
532,1041
532,74
532,326
532,3309
533,1882
533,1373
534,4458
534,2224
534,4753
535,3833
535,2077
536,526
537,3241
537,2902
537,1867
537,917
538,200
538,3863
539,258
539,2702
540,1031
540,4004
540,3221
540,362
541,2678
542,369
542,1311
543,4748
543,3932
543,4161
544,3707
544,559
544,3282
544,3731
545,2697
545,2462
545,212
546,1491
546,3264
546,528
546,4682
546,1962
547,3667
548,2319
548,1371
548,1749
549,580
549,2326
549,2154
550,4580
551,2544
551,1221
551,142
552,2126
552,1198
552,4536
552,3273
552,1950
553,284
553,2644
553,2443
554,39
554,1662
554,1357
555,1842
555,776
555,2135
555,2373
555,4708
556,1120
557,1106
557,1714
557,615
557,585
558,1500
558,4817
558,916
558,2983
558,2500
559,1959
559,3221
560,4132
561,2595
561,1303
562,2470
562,1998
562,2895
562,1306
563,670
563,466
563,2254
563,502
563,3651
564,2227
565,2021
565,2891
565,4505
566,4164
567,4218
567,492
568,3488
568,3505
568,2410
568,612
569,3874
569,2438
569,453
569,2979
569,2786
570,4447
570,622
570,4436
571,2274
571,2040
572,112
573,4054
573,137
573,570
573,1157
574,2589
574,4636
575,2220
575,1160
575,4534
575,2604
575,4784
576,2173
576,4410
576,4963
576,2766
577,3109
577,4341
577,407
578,3462
578,484
578,1832
578,2889
578,3132
579,1987
579,1123
579,3713
579,2947
580,3412
580,1202
580,1870
581,1598
581,4432
582,2024
582,3510
582,3252
582,4679
583,3782
583,851
583,4475
584,358
585,904
585,674
586,4958
587,3560
587,3171
587,4585
588,1877
588,1715
588,3883
588,3497
588,4205
589,1399
589,3549
590,3153
591,2239
591,4451
591,554
592,4844
592,1407
592,2685
593,4900
593,1448
593,4027
594,4985
595,2459
595,3495
595,3309
596,2753
596,2959
596,3475
597,2296
597,3517
597,3252
598,1139
598,218
598,1421
598,3184
599,4736
599,4099
599,2135
599,1190
599,2511
600,3780
600,54
600,4739
601,2167
601,4049
601,4236
601,3232
601,2861
602,1404
602,4997
602,4888
603,3699
603,4470
603,1930
603,2561
603,3777
604,3030
604,2703
604,1285
604,1993
604,795
605,557
605,4187
605,2532
606,4260
606,2179
606,3589
606,2087
607,3587
607,2132
607,1251
607,3551
607,917
608,3066
608,4130
608,340
609,1062
609,491
609,15
609,390
609,3328
610,964
610,742
610,1514
610,1829
610,3606
611,1407
611,1505
612,683
612,1918
612,1520
613,4097
613,996
613,3690
613,2220
614,483
614,274
614,4130
614,3703
614,2245
615,3662
615,2848
616,4093
616,2309
616,4790
616,2712
616,3947
617,2437
617,2674
617,2169
617,1959
617,136
618,1815
618,4117
618,4843
618,4438
619,1447
619,3516
620,827
620,2045
620,3489
621,632
621,3983
622,2257
622,4325
622,4998
622,639
622,29
623,899
624,1780
625,4542
625,4434
625,4877
625,4147
625,3450
626,188
626,3968
626,4714
627,3375
627,3684
627,1180
628,3967
628,4766
628,2672
628,1380
628,3005
629,4532
629,1301
629,1955
629,3695
630,1405
630,3220
630,4195
631,565
631,1220
631,767
632,6
632,293
632,4378
632,4613
632,3560
633,2631
633,2853
633,2518
633,2104
634,1147
634,1701
634,2348
634,4749
634,547
635,3235
635,2306
635,2065
636,3638
637,2004
637,2319
637,370
637,27
637,4550
638,552
639,1681
640,2172
640,3727
640,1380
640,4577
640,4819
641,3200
641,3301
641,1041
641,2839
642,151
642,1901
642,268
642,2646
643,4230
643,3029
643,867
644,2848
645,618
645,2710
645,1114
645,4678
646,776
646,3759
646,2411
646,3694
647,1721
647,4873
647,326
647,1487
647,4285
648,3575
648,1991
648,3442
649,2324
649,547
650,3943
650,1769
650,708
651,4604
651,3834
651,1983
651,147
652,3629
652,597
653,4005
653,4648
654,4446
655,872
655,3559
655,2290
656,1795
657,3340
658,2911
658,348
658,1125
658,4307
659,1174
659,3842
659,3218
659,2524
660,1482
660,159
660,3858
660,2830
660,4397
661,3693
661,2994
661,4420
661,3430
661,4725
662,2115
663,854
664,2354
664,2297
664,946
664,2033
665,1763
665,1631
665,64
666,3311
666,3928
666,1986
666,2784
666,2935
667,1423
667,157
667,3003
668,1199
668,1212
668,1841
668,2547
668,4206
669,1489
669,3818
669,1652
669,4354
670,281
670,885
670,3478
671,406
671,669
671,2730
671,4072
672,1982
672,1209
672,1088
673,3731
673,737
673,2291
673,1973
674,1811
674,520
674,1149
674,2842
674,3918
675,394
675,298
675,2312
676,4983
677,1896
678,1837
678,1390
679,2659
679,2421
680,544
680,452
681,2929
681,4472
681,1962
682,1460
683,3880
683,4826
683,2414
683,2725
683,1012
684,125
685,2039
685,4094
685,2967
685,1414
686,1650
686,71
687,2866
688,2851
688,2664
688,251
688,324
689,3331
689,1847
689,2773
689,2510
689,2825
690,3635
690,2304
690,2583
691,3380
691,2112
691,3098
692,4487
693,948
694,3209
694,1865
695,3476
695,2870
695,1741
696,966
696,399
696,3846
696,4300
697,656
698,2200
699,2629
699,3213
699,2073
699,1208
700,3267
700,4864
700,3857
700,1489
700,3478
701,249
701,266
701,1081
701,968
701,2567
702,361
702,4224
702,2799
702,904
702,234
703,2284
703,2933
703,2973
703,2232
703,1972
704,508
704,1501
704,3985
705,3442
706,4652
706,2907
706,4221
707,4916
708,4498
708,4656
708,479
708,288
708,1354
709,2294
709,3855
709,794
709,4364
710,2358
710,259
710,1734
710,29
711,248
711,3328
711,3678
711,1108
712,595
712,2574
712,4739
712,3341
713,2849
713,1640
713,4691
713,4542
713,4615
714,3973
714,4182
715,249
716,2781
716,2006
717,3892
717,1845
717,1465
717,792
717,4006
718,876
718,1159
718,1295
718,3124
719,51
719,3193
719,4671
719,2151
719,1376
720,4143
720,1629
721,3194
721,2987
721,3139
721,1469
722,3364
722,3555
722,4541
722,1732
722,2565
723,4604
724,2420
724,97
725,4624
726,1748
727,424
727,2249
727,3116
728,204
728,1831
728,1025
729,4672
729,1152
729,4525
729,4224
729,1833
730,3616
731,4376
731,160
732,4070
732,2133
732,503
732,3223
733,1591
734,3177
734,1581
734,3470
734,3196
735,3865
735,3038
736,4473
736,261
736,386
736,4031
737,4526
738,1091
738,1794
738,2213
738,3915
738,4211
739,977
739,224
739,3071
739,76
739,1230
740,3316
740,4487
741,3329
742,2780
743,54
743,535
743,2782
744,1906
744,2488
745,2300
745,2509
745,4506
745,1784
745,4926
746,4435
746,737
747,4634
747,1421
747,4275
748,2318
748,2143
748,4838
748,1852
749,3548
749,2194
750,1480
750,4046
750,1639
750,1160
751,4802
752,3747
752,4642
753,2046
753,3168
753,4424
753,3016
754,123
755,4686
756,1312
756,2451
757,131
757,1221
758,1595
758,1770
758,995
758,4670
758,3784
759,3278
759,1051
760,4507
761,2624
762,60
762,4574
762,107
763,4329
763,3328
763,4940
764,742
764,1371
764,4888
764,2578
764,1772
765,2615
765,2071
765,779
765,3603
765,2522
766,846
767,2785
767,2242
767,266
767,322
768,4922
768,1621
768,4270
768,2552
768,2268
769,1997
769,1038
769,831
769,2077
769,4394
770,3210
770,378
770,1713
770,4301
770,3366
771,1106
771,2313
771,4598
771,1247
772,3263
772,4648
772,4730
772,4687
772,2721
773,941
774,2436
774,4106
774,972
774,1167
774,3305
775,2893
775,4657
775,524
775,2057
776,2790
776,873
777,1597
777,4155
778,3946
778,4781
778,1945
779,1023
780,3412
781,1464
781,1559
781,3808
782,1456
782,670
782,284
782,1511
782,4352
783,2105
783,3263
783,3934
784,187
784,439
785,1201
786,4661
787,4843
787,4875
788,3366
788,2279
788,3020
788,3958
789,4450
789,2818
789,1275
789,3836
790,1587
790,3064
790,3808
791,3635
791,4847
791,856
791,4837
792,4456
792,2418
793,3575
793,3168
794,2199
794,1931
794,4626
794,2091
795,1516
795,144
795,326
796,993
796,4190
797,1669
797,2404
798,83
799,1050
799,1643
799,3626
800,4670
800,3839
801,1084
801,2126
801,3894
801,152
802,1713
802,3794
802,4916
803,4859
803,4490
804,4478
805,3821
805,2394
805,460
805,2877
806,2024
807,2491
807,306
807,822
807,4096
807,530
808,2381
809,2753
809,3492
809,33
810,4989
811,3798
811,1950
811,4367
811,3068
811,3503
812,34
812,1823
812,3536
813,127
814,3279
814,1140
814,2051
814,4986
814,1651
815,3072
815,4996
815,3204
816,795
817,2175
817,1311
818,3974
818,1270
818,3192
818,3491
819,2286
819,4359
819,1346
820,2570
820,1618
820,2228
820,2850
821,81
821,1734
821,2720
821,4569
822,2371
822,2682
822,4404
822,684
823,1299
824,2631
824,336
825,4119
825,2878
825,3950
825,3545
825,3747
826,1185
826,1733
826,2007
826,3026
826,4520
827,4806
827,1510
827,1122
828,1510
828,414
828,885
829,4369
829,478
829,2587
829,564
830,1063
830,1543
830,3497
830,2953
830,2821
831,2024
832,4763
832,3950
832,864
833,2391
833,1184
833,478
833,3871
833,3347
834,2550
834,3538
834,4447
835,795
835,2198
836,1987
837,3691
838,4465
839,2092
840,1208
840,4816
840,1697
841,1584
841,4723
841,4086
842,3761
842,48
843,4595
843,4926
843,265
844,2450
844,3138
844,1157
844,320
845,199
845,4066
845,2130
845,2568
845,331
846,4375
846,4392
847,4373
847,1506
847,338
847,1954
848,154
848,3501
848,2017
848,3732
848,1404
849,4483
849,643
849,2878
849,3405
850,3109
850,665
851,3975
851,1757
851,1639
851,4192
851,973
852,3820
852,69
853,4608
853,3330
853,2811
854,4852
855,603
855,597
856,3082
857,2013
857,4227
857,3897
857,2931
857,3027
858,2176
858,1245
859,754
859,214
860,1440
860,512
860,3320
860,4493
861,4138
861,2172
861,1316
862,2611
862,1441
863,2168
863,1690
864,2345
864,4269
864,1169
864,2687
864,3852
865,2619
865,2807
865,79
866,3892
866,1667
866,1162
866,4854
867,4678
867,3180
867,2375
867,4634
868,3918
868,4342
868,1807
869,1534
869,2484
869,4277
870,4279
871,3227
871,379
871,120
871,1944
871,3698
872,1724
872,1731
873,812
873,3031
873,2559
874,4620
874,4064
874,2790
874,1694
874,2294
875,4073
875,1561
875,3004
875,1912
875,3585
876,1640
876,2218
876,2125
877,4435
877,3735
877,1028
877,1161
878,970
879,2048
880,4713
880,3990
881,3902
881,1826
881,2060
882,2995
882,2910
882,1811
882,2282
882,1966
883,4644
883,2204
883,1604
883,2892
883,2218
884,1900
884,4733
885,2215
885,3368
885,1540
885,1496
885,278
886,320
886,2916
887,1339
887,1576
887,1170
887,844
888,786
888,3890
889,4949
889,3356
889,430
890,1619
890,4051
891,2080
892,2647
892,2921
892,4358
892,1962
892,4597
893,1983
893,4408
893,2967
893,131
894,3761
894,3071
895,4416
895,839
896,2609
896,2359
896,2783
896,4354
897,1652
897,214
897,4310
897,3124
898,4057
898,1863
898,2347
899,4695
899,2592
900,3337
900,4779
901,1631
901,4749
902,3256
902,2039
903,4698
904,3928
904,2590
905,1139
905,525
906,2690
906,1457
906,2406
906,2439
907,1128
907,724
907,3615
907,1419
908,2167
908,457
908,879
909,2514
909,322
910,2380
911,217
911,4234
911,989
912,4715
912,4305
912,165
912,1577
913,2144
913,4117
913,1167
913,3394
914,478
914,2331
914,3426
914,4852
915,3938
915,2083
915,745
915,219
915,2121
916,4473
916,2942
916,4381
917,2482
917,162
917,20
918,4525
918,3067
919,80
919,2822
919,955
919,3669
919,543
920,2439
920,2699
920,944
921,3291
922,3950
922,3904
922,4109
923,3276
923,578
924,3424
924,1978
924,4835
924,4430
924,1824
925,3867
925,469
925,3067
925,3857
926,2159
926,1438
926,3472
926,3637
926,976
927,1536
928,4873
928,2470
928,2873
929,3466
929,163
929,201
929,4874
929,3097
930,426
930,3246
930,2296
930,2428
930,3249
931,2437
931,4137
931,4035
932,2187
932,176
932,1731
933,4453
933,24
933,3338
933,1256
934,3486
934,1118
934,3664
934,951
935,1668
935,3759
935,4955
935,699
935,1060
936,3702
936,2668
936,2084
936,4069
937,51
937,4149
937,826
937,3188
937,4604
938,1219
938,479
939,4453
939,3638
939,2342
940,3087
941,3719
